Month,Month_text,year,Date,season,No.,type of airplane,Origin,destination,region,expect time,real time,delay time
1,Jan,2017,17/1/2017,winter,1383,B738/M,Chiang Mai,Bangkok,Central,15.25,15.32,7
1,Jan,2017,17/1/2017,winter,1384,A320/M,Chiang Mai,Bangkok,Central,15.3,15.55,25
1,Jan,2017,17/1/2017,winter,1385,B739/M,Chiang Mai,Bangkok,Central,15.45,16.03,18
1,Jan,2017,17/1/2017,winter,1388,A320/M,Chiang Mai,Suvarnabhumi,Central,16.05,16.13,8
1,Jan,2017,17/1/2017,winter,1390,A320/M,Chiang Mai,Bangkok,Central,16.35,16.44,9
1,Jan,2017,17/1/2017,winter,1392,B739/M,Chiang Mai,Bangkok,Central,17.1,17.24,14
1,Jan,2017,17/1/2017,winter,1393,A319/M,Chiang Mai,Suvarnabhumi,Central,17.15,17.18,3
1,Jan,2017,17/1/2017,winter,1394,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,17.4,15
1,Jan,2017,17/1/2017,winter,1395,A320/M,Chiang Mai,Bangkok,Central,17.3,17.33,3
1,Jan,2017,17/1/2017,winter,1397,B739/M,Chiang Mai,Bangkok,Central,18.05,18.09,4
1,Jan,2017,17/1/2017,winter,1398,B738/M,Chiang Mai,Bangkok,Central,18.1,18.3,20
1,Jan,2017,17/1/2017,winter,1399,A320/M,Chiang Mai,Bangkok,Central,18.4,19.21,41
1,Jan,2017,17/1/2017,winter,1400,A320/M,Chiang Mai,Suvarnabhumi,Central,19.1,19.48,38
1,Jan,2017,17/1/2017,winter,1402,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,19.58,38
1,Jan,2017,17/1/2017,winter,1406,B738/M,Chiang Mai,Bangkok,Central,20.45,21.1,25
1,Jan,2017,17/1/2017,winter,1407,B773/H,Chiang Mai,Suvarnabhumi,Central,20.5,21.16,26
1,Jan,2017,17/1/2017,winter,1408,B738/M,Chiang Mai,Bangkok,Central,21.1,21.3,20
1,Jan,2017,17/1/2017,winter,1409,A320/M,Chiang Mai,Bangkok,Central,21.2,21.22,2
1,Jan,2017,17/1/2017,winter,1410,A320/M,Chiang Mai,Suvarnabhumi,Central,21.25,21.26,1
1,Jan,2017,17/1/2017,winter,1411,A320/M,Chiang Mai,Suvarnabhumi,Central,21.35,21.45,10
1,Jan,2017,17/1/2017,winter,1412,A320/M,Chiang Mai,Suvarnabhumi,Central,21.4,21.52,12
1,Jan,2017,17/1/2017,winter,1414,B739/M,Chiang Mai,Bangkok,Central,21.5,22.13,23
1,Jan,2017,17/1/2017,winter,1415,B738/M,Chiang Mai,Bangkok,Central,22.1,22.16,6
1,Jan,2017,17/1/2017,winter,1416,A320/M,Chiang Mai,Bangkok,Central,22.2,22.29,9
1,Jan,2017,17/1/2017,winter,1417,A320/M,Chiang Mai,Bangkok,Central,23.1,23.16,6
1,Jan,2017,17/1/2017,winter,1420,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.18,3
1,Jan,2017,18/1/2017,winter,1426,B738/M,Chiang Mai,Bangkok,Central,7.45,7.51,6
1,Jan,2017,18/1/2017,winter,1427,B739/M,Chiang Mai,Bangkok,Central,8,8.1,10
1,Jan,2017,18/1/2017,winter,1430,A320/M,Chiang Mai,Bangkok,Central,8.2,8.34,14
1,Jan,2017,18/1/2017,winter,1431,B738/M,Chiang Mai,Bangkok,Central,8.3,8.48,18
1,Jan,2017,18/1/2017,winter,1432,A320/M,Chiang Mai,Suvarnabhumi,Central,9,9.02,2
1,Jan,2017,18/1/2017,winter,1435,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.19,19
1,Jan,2017,18/1/2017,winter,1436,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.29,24
1,Jan,2017,18/1/2017,winter,1437,B739/M,Chiang Mai,Bangkok,Central,10.15,10.38,23
1,Jan,2017,18/1/2017,winter,1439,A320/M,Chiang Mai,Bangkok,Central,10.25,10.33,8
1,Jan,2017,18/1/2017,winter,1441,B738/M,Chiang Mai,Bangkok,Central,10.45,11,15
1,Jan,2017,18/1/2017,winter,1443,B739/M,Chiang Mai,Bangkok,Central,11.4,11.49,9
1,Jan,2017,18/1/2017,winter,1444,A320/M,Chiang Mai,Suvarnabhumi,Central,11.45,12.02,17
1,Jan,2017,18/1/2017,winter,1445,A320/M,Chiang Mai,Bangkok,Central,12.15,12.45,30
1,Jan,2017,18/1/2017,winter,1446,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.28,8
1,Jan,2017,18/1/2017,winter,1450,B739/M,Chiang Mai,Bangkok,Central,13.05,13.08,3
1,Jan,2017,18/1/2017,winter,1452,A320/M,Chiang Mai,Suvarnabhumi,Central,13.15,13.19,4
1,Jan,2017,18/1/2017,winter,1454,A320/M,Chiang Mai,Bangkok,Central,13.25,13.3,5
1,Jan,2017,18/1/2017,winter,1455,B739/M,Chiang Mai,Bangkok,Central,13.3,13.49,19
1,Jan,2017,18/1/2017,winter,1457,A320/M,Chiang Mai,Suvarnabhumi,Central,14.1,14.5,40
1,Jan,2017,18/1/2017,winter,1458,A320/M,Chiang Mai,Bangkok,Central,14.15,14.29,14
1,Jan,2017,18/1/2017,winter,1459,B738/M,Chiang Mai,Bangkok,Central,14.25,14.44,19
1,Jan,2017,18/1/2017,winter,1461,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.2,20
1,Jan,2017,18/1/2017,winter,1463,B738/M,Chiang Mai,Bangkok,Central,15.25,15.29,4
1,Jan,2017,18/1/2017,winter,1464,A320/M,Chiang Mai,Bangkok,Central,15.3,15.39,9
1,Jan,2017,18/1/2017,winter,1465,B739/M,Chiang Mai,Bangkok,Central,15.45,15.55,10
1,Jan,2017,18/1/2017,winter,1467,A320/M,Chiang Mai,Suvarnabhumi,Central,16.05,16.15,10
1,Jan,2017,18/1/2017,winter,1470,A320/M,Chiang Mai,Bangkok,Central,16.35,17.01,26
1,Jan,2017,18/1/2017,winter,1472,AT75/M,Chiang Mai,Bangkok,Central,17,17.03,3
1,Jan,2017,18/1/2017,winter,1473,B739/M,Chiang Mai,Bangkok,Central,17.1,17.24,14
1,Jan,2017,18/1/2017,winter,1475,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,17.37,12
1,Jan,2017,18/1/2017,winter,1476,A320/M,Chiang Mai,Bangkok,Central,17.3,17.53,23
1,Jan,2017,18/1/2017,winter,1478,B738/M,Chiang Mai,Bangkok,Central,18.05,18.15,10
1,Jan,2017,18/1/2017,winter,1479,B738/M,Chiang Mai,Bangkok,Central,18.1,18.4,30
1,Jan,2017,18/1/2017,winter,1480,A320/M,Chiang Mai,Bangkok,Central,18.4,19.08,28
1,Jan,2017,18/1/2017,winter,1481,A320/M,Chiang Mai,Suvarnabhumi,Central,19.1,19.2,10
1,Jan,2017,18/1/2017,winter,1482,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,19.46,26
1,Jan,2017,18/1/2017,winter,1486,B738/M,Chiang Mai,Bangkok,Central,20.45,20.54,9
1,Jan,2017,18/1/2017,winter,1487,B773/H,Chiang Mai,Suvarnabhumi,Central,20.5,21.12,22
1,Jan,2017,18/1/2017,winter,1488,B738/M,Chiang Mai,Bangkok,Central,21.1,21.17,7
1,Jan,2017,18/1/2017,winter,1489,A320/M,Chiang Mai,Bangkok,Central,21.2,21.32,12
1,Jan,2017,18/1/2017,winter,1490,A320/M,Chiang Mai,Suvarnabhumi,Central,21.25,21.4,15
1,Jan,2017,18/1/2017,winter,1491,A319/M,Chiang Mai,Suvarnabhumi,Central,21.4,21.48,8
1,Jan,2017,18/1/2017,winter,1493,B739/M,Chiang Mai,Bangkok,Central,21.5,21.53,3
1,Jan,2017,18/1/2017,winter,1495,B738/M,Chiang Mai,Bangkok,Central,22.1,22.14,4
1,Jan,2017,18/1/2017,winter,1496,A320/M,Chiang Mai,Bangkok,Central,22.2,22.24,4
1,Jan,2017,18/1/2017,winter,1497,A320/M,Chiang Mai,Bangkok,Central,23.1,23.11,1
1,Jan,2017,18/1/2017,winter,1498,A320/M,Chiang Mai,Bangkok,Central,23.4,23.53,13
1,Jan,2017,18/1/2017,winter,1500,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.22,7
1,Jan,2017,18/1/2017,winter,1503,A320/M,Chiang Mai,Suvarnabhumi,Central,6.55,6.59,4
1,Jan,2017,19/1/2017,winter,1504,B739/M,Chiang Mai,Bangkok,Central,7,7.05,5
1,Jan,2017,19/1/2017,winter,1505,B738/M,Chiang Mai,Bangkok,Central,7.1,7.23,13
1,Jan,2017,19/1/2017,winter,1507,B738/M,Chiang Mai,Bangkok,Central,7.45,7.58,13
1,Jan,2017,19/1/2017,winter,1508,B739/M,Chiang Mai,Bangkok,Central,8,8.11,11
1,Jan,2017,19/1/2017,winter,1512,B738/M,Chiang Mai,Bangkok,Central,8.3,8.57,27
1,Jan,2017,19/1/2017,winter,1516,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.09,9
1,Jan,2017,19/1/2017,winter,1517,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.49,44
1,Jan,2017,19/1/2017,winter,1518,B739/M,Chiang Mai,Bangkok,Central,10.15,10.36,21
1,Jan,2017,19/1/2017,winter,1520,A320/M,Chiang Mai,Bangkok,Central,10.25,10.29,4
1,Jan,2017,19/1/2017,winter,1522,B738/M,Chiang Mai,Bangkok,Central,10.45,11.02,17
1,Jan,2017,19/1/2017,winter,1524,B739/M,Chiang Mai,Bangkok,Central,11.4,11.52,12
1,Jan,2017,19/1/2017,winter,1525,A319/M,Chiang Mai,Suvarnabhumi,Central,11.45,12.22,37
1,Jan,2017,19/1/2017,winter,1526,A320/M,Chiang Mai,Bangkok,Central,12.15,12.3,15
1,Jan,2017,19/1/2017,winter,1527,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.37,17
1,Jan,2017,19/1/2017,winter,1531,B738/M,Chiang Mai,Bangkok,Central,13.05,13.1,5
1,Jan,2017,19/1/2017,winter,1533,A320/M,Chiang Mai,Suvarnabhumi,Central,13.15,13.33,18
1,Jan,2017,19/1/2017,winter,1535,A320/M,Chiang Mai,Bangkok,Central,13.25,13.4,15
1,Jan,2017,19/1/2017,winter,1536,B739/M,Chiang Mai,Bangkok,Central,13.3,14,30
1,Jan,2017,19/1/2017,winter,1538,A320/M,Chiang Mai,Suvarnabhumi,Central,14.1,14.48,38
1,Jan,2017,19/1/2017,winter,1539,A320/M,Chiang Mai,Bangkok,Central,14.15,14.28,13
1,Jan,2017,19/1/2017,winter,1540,B738/M,Chiang Mai,Bangkok,Central,14.25,14.38,13
1,Jan,2017,19/1/2017,winter,1542,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.08,8
1,Jan,2017,19/1/2017,winter,1543,A333/H,Chiang Mai,Suvarnabhumi,Central,15.2,15.58,38
1,Jan,2017,19/1/2017,winter,1544,B738/M,Chiang Mai,Bangkok,Central,15.25,15.45,20
1,Jan,2017,19/1/2017,winter,1545,A320/M,Chiang Mai,Bangkok,Central,15.3,15.51,21
1,Jan,2017,19/1/2017,winter,1546,B739/M,Chiang Mai,Bangkok,Central,15.45,16.29,44
1,Jan,2017,19/1/2017,winter,1548,A320/M,Chiang Mai,Suvarnabhumi,Central,16.05,16.14,9
1,Jan,2017,19/1/2017,winter,1551,A320/M,Chiang Mai,Bangkok,Central,16.35,16.49,14
1,Jan,2017,19/1/2017,winter,1553,A333/H,Chiang Mai,Suvarnabhumi,Central,17.05,17.41,36
1,Jan,2017,19/1/2017,winter,1554,B739/M,Chiang Mai,Bangkok,Central,17.1,17.22,12
1,Jan,2017,19/1/2017,winter,1555,A319/M,Chiang Mai,Suvarnabhumi,Central,17.15,17.26,11
1,Jan,2017,19/1/2017,winter,1556,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,17.31,6
1,Jan,2017,19/1/2017,winter,1557,A320/M,Chiang Mai,Bangkok,Central,17.3,17.5,20
1,Jan,2017,19/1/2017,winter,1559,B738/M,Chiang Mai,Bangkok,Central,18.05,18.1,5
1,Jan,2017,19/1/2017,winter,1560,B738/M,Chiang Mai,Bangkok,Central,18.1,18.36,26
1,Jan,2017,19/1/2017,winter,1561,A320/M,Chiang Mai,Bangkok,Central,18.4,19.03,23
1,Jan,2017,19/1/2017,winter,1564,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,20.02,42
1,Jan,2017,19/1/2017,winter,1568,B738/M,Chiang Mai,Bangkok,Central,20.45,21.03,18
1,Jan,2017,19/1/2017,winter,1569,B77W/H,Chiang Mai,Suvarnabhumi,Central,20.5,21.28,38
1,Jan,2017,19/1/2017,winter,1570,B738/M,Chiang Mai,Bangkok,Central,21.1,21.11,1
1,Jan,2017,19/1/2017,winter,1571,A320/M,Chiang Mai,Bangkok,Central,21.2,21.23,3
1,Jan,2017,19/1/2017,winter,1573,A320/M,Chiang Mai,Suvarnabhumi,Central,21.4,21.56,16
1,Jan,2017,19/1/2017,winter,1575,B739/M,Chiang Mai,Bangkok,Central,21.5,22.02,12
1,Jan,2017,19/1/2017,winter,1576,B738/M,Chiang Mai,Bangkok,Central,22.1,22.2,10
1,Jan,2017,19/1/2017,winter,1577,A320/M,Chiang Mai,Bangkok,Central,22.2,22.39,19
1,Jan,2017,19/1/2017,winter,1579,A320/M,Chiang Mai,Bangkok,Central,23.1,23.16,6
1,Jan,2017,19/1/2017,winter,1580,A320/M,Chiang Mai,Bangkok,Central,23.4,23.59,19
1,Jan,2017,19/1/2017,winter,1582,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.23,8
1,Jan,2017,19/1/2017,winter,1585,B739/M,Chiang Mai,Bangkok,Central,6.5,6.58,8
1,Jan,2017,20/1/2017,winter,1589,B738/M,Chiang Mai,Bangkok,Central,7.45,7.5,5
1,Jan,2017,20/1/2017,winter,1590,B739/M,Chiang Mai,Bangkok,Central,8,8.14,14
1,Jan,2017,20/1/2017,winter,1593,A320/M,Chiang Mai,Suvarnabhumi,Central,8.25,8.31,6
1,Jan,2017,20/1/2017,winter,1594,B738/M,Chiang Mai,Bangkok,Central,8.3,8.36,6
1,Jan,2017,20/1/2017,winter,1598,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.41,41
1,Jan,2017,20/1/2017,winter,1599,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.34,29
1,Jan,2017,20/1/2017,winter,1600,B739/M,Chiang Mai,Bangkok,Central,10.15,10.52,37
1,Jan,2017,20/1/2017,winter,1603,B738/M,Chiang Mai,Bangkok,Central,10.45,10.59,14
1,Jan,2017,20/1/2017,winter,1606,B739/M,Chiang Mai,Bangkok,Central,11.4,11.53,13
1,Jan,2017,20/1/2017,winter,1609,A320/M,Chiang Mai,Bangkok,Central,12,12.03,3
1,Jan,2017,20/1/2017,winter,1610,A320/M,Chiang Mai,Bangkok,Central,12.15,12.21,6
1,Jan,2017,20/1/2017,winter,1611,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.36,16
1,Jan,2017,20/1/2017,winter,1615,B739/M,Chiang Mai,Bangkok,Central,13.05,13.44,39
1,Jan,2017,20/1/2017,winter,1617,A320/M,Chiang Mai,Suvarnabhumi,Central,13.15,13.37,22
1,Jan,2017,20/1/2017,winter,1619,A320/M,Chiang Mai,Bangkok,Central,13.25,13.54,29
1,Jan,2017,20/1/2017,winter,1620,B739/M,Chiang Mai,Bangkok,Central,13.3,14.03,33
1,Jan,2017,20/1/2017,winter,1626,A320/M,Chiang Mai,Bangkok,Central,15,15.13,13
1,Jan,2017,20/1/2017,winter,1627,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.28,28
1,Jan,2017,20/1/2017,winter,1629,B738/M,Chiang Mai,Bangkok,Central,15.25,15.43,18
1,Jan,2017,20/1/2017,winter,1630,A320/M,Chiang Mai,Bangkok,Central,15.3,15.58,28
1,Jan,2017,20/1/2017,winter,1631,B739/M,Chiang Mai,Bangkok,Central,15.45,15.54,9
1,Jan,2017,20/1/2017,winter,1633,A320/M,Chiang Mai,Suvarnabhumi,Central,16.05,16.15,10
1,Jan,2017,20/1/2017,winter,1638,B739/M,Chiang Mai,Bangkok,Central,17.1,17.21,11
1,Jan,2017,20/1/2017,winter,1639,A319/M,Chiang Mai,Suvarnabhumi,Central,17.15,17.28,13
1,Jan,2017,20/1/2017,winter,1640,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,17.41,16
1,Jan,2017,20/1/2017,winter,1641,A320/M,Chiang Mai,Bangkok,Central,17.3,17.53,23
1,Jan,2017,20/1/2017,winter,1643,A320/M,Chiang Mai,Bangkok,Central,17.35,17.48,13
1,Jan,2017,20/1/2017,winter,1644,B738/M,Chiang Mai,Bangkok,Central,18.05,18.11,6
1,Jan,2017,20/1/2017,winter,1645,B738/M,Chiang Mai,Bangkok,Central,18.1,18.52,42
1,Jan,2017,20/1/2017,winter,1646,A320/M,Chiang Mai,Bangkok,Central,18.4,19.17,37
1,Jan,2017,20/1/2017,winter,1648,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,19.56,36
1,Jan,2017,20/1/2017,winter,1655,A320/M,Chiang Mai,Bangkok,Central,21.2,21.25,5
1,Jan,2017,20/1/2017,winter,1656,A320/M,Chiang Mai,Suvarnabhumi,Central,21.25,21.31,6
1,Jan,2017,20/1/2017,winter,1657,A320/M,Chiang Mai,Suvarnabhumi,Central,21.4,21.49,9
1,Jan,2017,20/1/2017,winter,1659,B739/M,Chiang Mai,Bangkok,Central,21.5,21.54,4
1,Jan,2017,20/1/2017,winter,1660,B738/M,Chiang Mai,Bangkok,Central,22.1,22.55,45
1,Jan,2017,20/1/2017,winter,1661,A320/M,Chiang Mai,Bangkok,Central,22.2,22.46,26
1,Jan,2017,20/1/2017,winter,1663,A320/M,Chiang Mai,Bangkok,Central,23.1,23.26,16
1,Jan,2017,20/1/2017,winter,1664,A320/M,Chiang Mai,Bangkok,Central,23.4,0.01,21
1,Jan,2017,20/1/2017,winter,1666,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.33,18
1,Jan,2017,21/1/2017,winter,1669,B739/M,Chiang Mai,Bangkok,Central,7,7.01,1
1,Jan,2017,21/1/2017,winter,1671,B738/M,Chiang Mai,Bangkok,Central,7.1,7.13,3
1,Jan,2017,21/1/2017,winter,1673,B738/M,Chiang Mai,Bangkok,Central,7.45,7.5,5
1,Jan,2017,21/1/2017,winter,1674,B739/M,Chiang Mai,Bangkok,Central,8,8.06,6
1,Jan,2017,21/1/2017,winter,1677,A320/M,Chiang Mai,Bangkok,Central,8.2,8.4,20
1,Jan,2017,21/1/2017,winter,1678,A320/M,Chiang Mai,Suvarnabhumi,Central,8.25,8.26,1
1,Jan,2017,21/1/2017,winter,1679,B738/M,Chiang Mai,Bangkok,Central,8.3,8.36,6
1,Jan,2017,21/1/2017,winter,1680,A320/M,Chiang Mai,Suvarnabhumi,Central,9,9.02,2
1,Jan,2017,21/1/2017,winter,1684,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.41,36
1,Jan,2017,21/1/2017,winter,1685,B739/M,Chiang Mai,Bangkok,Central,10.15,10.36,21
1,Jan,2017,21/1/2017,winter,1687,A320/M,Chiang Mai,Bangkok,Central,10.25,10.31,6
1,Jan,2017,21/1/2017,winter,1689,B738/M,Chiang Mai,Bangkok,Central,10.45,11.16,31
1,Jan,2017,21/1/2017,winter,1691,B739/M,Chiang Mai,Bangkok,Central,11.4,12.1,30
1,Jan,2017,21/1/2017,winter,1692,A319/M,Chiang Mai,Suvarnabhumi,Central,11.45,12.05,20
1,Jan,2017,21/1/2017,winter,1693,A320/M,Chiang Mai,Bangkok,Central,12.15,12.21,6
1,Jan,2017,21/1/2017,winter,1694,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.26,6
1,Jan,2017,21/1/2017,winter,1698,B739/M,Chiang Mai,Bangkok,Central,13.05,13.07,2
1,Jan,2017,21/1/2017,winter,1700,A320/M,Chiang Mai,Suvarnabhumi,Central,13.15,13.38,23
1,Jan,2017,21/1/2017,winter,1702,A320/M,Chiang Mai,Bangkok,Central,13.25,13.33,8
1,Jan,2017,21/1/2017,winter,1703,B739/M,Chiang Mai,Bangkok,Central,13.3,13.47,17
1,Jan,2017,21/1/2017,winter,1706,A320/M,Chiang Mai,Bangkok,Central,14.15,14.23,8
1,Jan,2017,21/1/2017,winter,1707,B738/M,Chiang Mai,Bangkok,Central,14.25,14.48,23
1,Jan,2017,21/1/2017,winter,1709,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.13,13
1,Jan,2017,21/1/2017,winter,1710,A333/H,Chiang Mai,Suvarnabhumi,Central,15.2,15.56,36
1,Jan,2017,21/1/2017,winter,1711,B738/M,Chiang Mai,Bangkok,Central,15.25,15.32,7
1,Jan,2017,21/1/2017,winter,1712,A320/M,Chiang Mai,Bangkok,Central,15.3,15.4,10
1,Jan,2017,21/1/2017,winter,1713,B739/M,Chiang Mai,Bangkok,Central,15.45,16.21,36
1,Jan,2017,21/1/2017,winter,1716,A320/M,Chiang Mai,Suvarnabhumi,Central,16.05,16.1,5
1,Jan,2017,21/1/2017,winter,1718,A320/M,Chiang Mai,Bangkok,Central,16.35,16.5,15
1,Jan,2017,21/1/2017,winter,1720,B738/M,Chiang Mai,Bangkok,Central,17.1,17.2,10
1,Jan,2017,21/1/2017,winter,1722,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,17.54,29
1,Jan,2017,21/1/2017,winter,1723,A320/M,Chiang Mai,Bangkok,Central,17.3,17.49,19
1,Jan,2017,21/1/2017,winter,1725,B738/M,Chiang Mai,Bangkok,Central,18.05,18.09,4
1,Jan,2017,21/1/2017,winter,1726,B738/M,Chiang Mai,Bangkok,Central,18.1,18.49,39
1,Jan,2017,21/1/2017,winter,1727,A320/M,Chiang Mai,Bangkok,Central,18.4,19.07,27
1,Jan,2017,21/1/2017,winter,1728,A320/M,Chiang Mai,Suvarnabhumi,Central,19.1,19.48,38
1,Jan,2017,21/1/2017,winter,1729,B738/M,Chiang Mai,Bangkok,Central,19.15,19.26,11
1,Jan,2017,21/1/2017,winter,1736,B738/M,Chiang Mai,Bangkok,Central,21.1,21.18,8
1,Jan,2017,21/1/2017,winter,1737,A320/M,Chiang Mai,Bangkok,Central,21.2,21.23,3
1,Jan,2017,21/1/2017,winter,1738,A320/M,Chiang Mai,Suvarnabhumi,Central,21.25,21.28,3
1,Jan,2017,21/1/2017,winter,1739,A320/M,Chiang Mai,Suvarnabhumi,Central,21.4,21.57,17
1,Jan,2017,21/1/2017,winter,1741,B739/M,Chiang Mai,Bangkok,Central,21.5,21.52,2
1,Jan,2017,21/1/2017,winter,1742,B738/M,Chiang Mai,Bangkok,Central,22.1,22.24,14
1,Jan,2017,21/1/2017,winter,1745,A320/M,Chiang Mai,Bangkok,Central,23.1,23.12,2
1,Jan,2017,21/1/2017,winter,1748,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.27,12
1,Jan,2017,21/1/2017,winter,1751,B739/M,Chiang Mai,Bangkok,Central,6.5,6.59,9
1,Jan,2017,22/1/2017,winter,1752,A320/M,Chiang Mai,Suvarnabhumi,Central,7,7.02,2
1,Jan,2017,22/1/2017,winter,1755,B739/M,Chiang Mai,Bangkok,Central,8,8.04,4
1,Jan,2017,22/1/2017,winter,1758,A320/M,Chiang Mai,Bangkok,Central,8.2,8.35,15
1,Jan,2017,22/1/2017,winter,1759,B738/M,Chiang Mai,Bangkok,Central,8.3,8.43,13
1,Jan,2017,22/1/2017,winter,1760,A320/M,Chiang Mai,Suvarnabhumi,Central,9,9.16,16
1,Jan,2017,22/1/2017,winter,1763,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.26,26
1,Jan,2017,22/1/2017,winter,1764,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.4,35
1,Jan,2017,22/1/2017,winter,1765,B739/M,Chiang Mai,Bangkok,Central,10.15,10.46,31
1,Jan,2017,22/1/2017,winter,1767,A320/M,Chiang Mai,Bangkok,Central,10.25,10.32,7
1,Jan,2017,22/1/2017,winter,1768,B772/H,Chiang Mai,Suvarnabhumi,Central,10.4,11.17,37
1,Jan,2017,22/1/2017,winter,1769,B738/M,Chiang Mai,Bangkok,Central,10.45,10.59,14
1,Jan,2017,22/1/2017,winter,1771,B739/M,Chiang Mai,Bangkok,Central,11.4,11.58,18
1,Jan,2017,22/1/2017,winter,1774,A320/M,Chiang Mai,Bangkok,Central,12.15,12.2,5
1,Jan,2017,22/1/2017,winter,1775,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.48,28
1,Jan,2017,22/1/2017,winter,1779,B738/M,Chiang Mai,Bangkok,Central,13.05,13.21,16
1,Jan,2017,22/1/2017,winter,1781,A320/M,Chiang Mai,Suvarnabhumi,Central,13.15,13.31,16
1,Jan,2017,22/1/2017,winter,1783,A320/M,Chiang Mai,Bangkok,Central,13.25,13.37,12
1,Jan,2017,22/1/2017,winter,1784,B739/M,Chiang Mai,Bangkok,Central,13.3,13.49,19
1,Jan,2017,22/1/2017,winter,1786,A320/M,Chiang Mai,Bangkok,Central,14.15,14.27,12
1,Jan,2017,22/1/2017,winter,1787,B738/M,Chiang Mai,Bangkok,Central,14.25,14.32,7
1,Jan,2017,22/1/2017,winter,1789,A320/M,Chiang Mai,Suvarnabhumi,Central,14.4,14.58,18
1,Jan,2017,22/1/2017,winter,1790,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.11,11
1,Jan,2017,22/1/2017,winter,1792,B738/M,Chiang Mai,Bangkok,Central,15.25,15.33,8
1,Jan,2017,22/1/2017,winter,1793,A320/M,Chiang Mai,Bangkok,Central,15.3,15.38,8
1,Jan,2017,22/1/2017,winter,1794,B739/M,Chiang Mai,Bangkok,Central,15.45,15.58,13
1,Jan,2017,22/1/2017,winter,1797,A320/M,Chiang Mai,Suvarnabhumi,Central,16.05,16.3,25
1,Jan,2017,22/1/2017,winter,1799,A320/M,Chiang Mai,Bangkok,Central,16.35,16.48,13
1,Jan,2017,22/1/2017,winter,1802,A333/H,Chiang Mai,Suvarnabhumi,Central,17.05,17.37,32
1,Jan,2017,22/1/2017,winter,1803,B739/M,Chiang Mai,Bangkok,Central,17.1,17.25,15
1,Jan,2017,22/1/2017,winter,1804,A319/M,Chiang Mai,Suvarnabhumi,Central,17.15,17.46,31
1,Jan,2017,22/1/2017,winter,1805,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,17.51,26
1,Jan,2017,22/1/2017,winter,1806,A320/M,Chiang Mai,Bangkok,Central,17.3,17.32,2
1,Jan,2017,22/1/2017,winter,1808,B739/M,Chiang Mai,Bangkok,Central,18.05,18.23,18
1,Jan,2017,22/1/2017,winter,1809,B738/M,Chiang Mai,Bangkok,Central,18.1,18.17,7
1,Jan,2017,22/1/2017,winter,1812,B738/M,Chiang Mai,Bangkok,Central,19.15,19.18,3
1,Jan,2017,22/1/2017,winter,1814,A320/M,Chiang Mai,Bangkok,Central,19.2,20.02,42
1,Jan,2017,22/1/2017,winter,1817,A320/M,Chiang Mai,Suvarnabhumi,Central,20.35,20.42,7
1,Jan,2017,22/1/2017,winter,1819,B739/M,Chiang Mai,Bangkok,Central,20.45,20.59,14
1,Jan,2017,22/1/2017,winter,1821,B738/M,Chiang Mai,Bangkok,Central,21.1,21.21,11
1,Jan,2017,22/1/2017,winter,1822,A320/M,Chiang Mai,Bangkok,Central,21.2,21.32,12
1,Jan,2017,22/1/2017,winter,1823,A320/M,Chiang Mai,Suvarnabhumi,Central,21.25,21.27,2
1,Jan,2017,22/1/2017,winter,1826,B738/M,Chiang Mai,Bangkok,Central,21.5,22.09,19
