Month,Month_text,year,Date,season,No.,type of airplane,Origin,destination,region,expect time,real time,delay time
1,Jan,2017,1/1/2017,winter,1,A320/M,Chiang Mai,Suvarnabhumi,Central,7,7.05,5
1,Jan,2017,1/1/2017,winter,3,B738/M,Chiang Mai,Bangkok,Central,7.45,8,15
1,Jan,2017,1/1/2017,winter,4,B739/M,Chiang Mai,Bangkok,Central,8,8.13,13
1,Jan,2017,1/1/2017,winter,7,A320/M,Chiang Mai,Bangkok,Central,8.2,8.21,1
1,Jan,2017,1/1/2017,winter,8,B738/M,Chiang Mai,Bangkok,Central,8.3,9.15,45
1,Jan,2017,1/1/2017,winter,10,A320/M,Chiang Mai,Suvarnabhumi,Central,9,9.12,12
1,Jan,2017,1/1/2017,winter,13,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.04,4
1,Jan,2017,1/1/2017,winter,14,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.21,16
1,Jan,2017,1/1/2017,winter,15,B739/M,Chiang Mai,Bangkok,Central,10.15,10.55,40
1,Jan,2017,1/1/2017,winter,17,A320/M,Chiang Mai,Bangkok,Central,10.25,10.26,1
1,Jan,2017,1/1/2017,winter,18,B772/H,Chiang Mai,Suvarnabhumi,Central,10.4,11.25,45
1,Jan,2017,1/1/2017,winter,19,B738/M,Chiang Mai,Bangkok,Central,10.45,10.47,2
1,Jan,2017,1/1/2017,winter,20,B738/M,Chiang Mai,Bangkok,Central,11.4,11.49,9
1,Jan,2017,1/1/2017,winter,21,A320/M,Chiang Mai,Suvarnabhumi,Central,11.45,12.06,21
1,Jan,2017,1/1/2017,winter,23,A320/M,Chiang Mai,Bangkok,Central,12.15,12.28,13
1,Jan,2017,1/1/2017,winter,24,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.56,36
1,Jan,2017,1/1/2017,winter,26,A320/M,Chiang Mai,Bangkok,Central,12.35,12.45,10
1,Jan,2017,1/1/2017,winter,29,B739/M,Chiang Mai,Bangkok,Central,13.05,13.23,18
1,Jan,2017,1/1/2017,winter,31,A320/M,Chiang Mai,Bangkok,Central,13.25,13.4,15
1,Jan,2017,1/1/2017,winter,32,B739/M,Chiang Mai,Bangkok,Central,13.3,13.55,25
1,Jan,2017,1/1/2017,winter,34,A320/M,Chiang Mai,Suvarnabhumi,Central,14.1,14.37,27
1,Jan,2017,1/1/2017,winter,35,A320/M,Chiang Mai,Bangkok,Central,14.15,14.17,2
1,Jan,2017,1/1/2017,winter,36,B738/M,Chiang Mai,Bangkok,Central,14.25,14.42,17
1,Jan,2017,1/1/2017,winter,38,B738/M,Chiang Mai,Bangkok,Central,14.35,14.49,14
1,Jan,2017,1/1/2017,winter,39,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.32,32
1,Jan,2017,1/1/2017,winter,40,B738/M,Chiang Mai,Bangkok,Central,15.25,15.37,12
1,Jan,2017,1/1/2017,winter,41,A320/M,Chiang Mai,Bangkok,Central,15.3,15.49,19
1,Jan,2017,1/1/2017,winter,42,A320/M,Chiang Mai,Bangkok,Central,15.4,15.44,4
1,Jan,2017,1/1/2017,winter,43,B739/M,Chiang Mai,Bangkok,Central,15.45,16.01,16
1,Jan,2017,1/1/2017,winter,46,A333/H,Chiang Mai,Suvarnabhumi,Central,16.2,16.44,24
1,Jan,2017,1/1/2017,winter,48,A320/M,Chiang Mai,Bangkok,Central,16.35,16.51,16
1,Jan,2017,1/1/2017,winter,49,A333/H,Chiang Mai,Suvarnabhumi,Central,17.05,17.3,25
1,Jan,2017,1/1/2017,winter,50,B739/M,Chiang Mai,Bangkok,Central,17.1,17.39,29
1,Jan,2017,1/1/2017,winter,51,A320/M,Chiang Mai,Suvarnabhumi,Central,17.15,17.46,31
1,Jan,2017,1/1/2017,winter,52,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,18,35
1,Jan,2017,1/1/2017,winter,53,A320/M,Chiang Mai,Bangkok,Central,17.3,17.51,21
1,Jan,2017,1/1/2017,winter,55,B739/M,Chiang Mai,Bangkok,Central,18.05,18.06,1
1,Jan,2017,1/1/2017,winter,56,B738/M,Chiang Mai,Bangkok,Central,18.1,18.24,14
1,Jan,2017,1/1/2017,winter,58,A320/M,Chiang Mai,Bangkok,Central,18.4,18.49,9
1,Jan,2017,1/1/2017,winter,59,A320/M,Chiang Mai,Suvarnabhumi,Central,19.1,19.27,17
1,Jan,2017,1/1/2017,winter,61,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,19.52,32
1,Jan,2017,1/1/2017,winter,64,A320/M,Chiang Mai,Bangkok,Central,20.15,20.18,3
1,Jan,2017,1/1/2017,winter,66,B738/M,Chiang Mai,Bangkok,Central,20.45,20.48,3
1,Jan,2017,1/1/2017,winter,67,B744/H,Chiang Mai,Suvarnabhumi,Central,20.5,21.02,12
1,Jan,2017,1/1/2017,winter,68,B738/M,Chiang Mai,Bangkok,Central,21.1,21.26,16
1,Jan,2017,1/1/2017,winter,69,A320/M,Chiang Mai,Bangkok,Central,21.2,21.32,12
1,Jan,2017,1/1/2017,winter,72,A320/M,Chiang Mai,Suvarnabhumi,Central,21.5,21.54,4
1,Jan,2017,1/1/2017,winter,73,B739/M,Chiang Mai,Bangkok,Central,21.5,22.02,12
1,Jan,2017,1/1/2017,winter,74,B738/M,Chiang Mai,Bangkok,Central,22.1,22.41,31
1,Jan,2017,1/1/2017,winter,75,A320/M,Chiang Mai,Bangkok,Central,22.2,22.3,10
1,Jan,2017,1/1/2017,winter,82,A320/M,Chiang Mai,Suvarnabhumi,Central,6.4,6.47,7
1,Jan,2017,1/1/2017,winter,83,B739/M,Chiang Mai,Bangkok,Central,6.5,6.54,4
1,Jan,2017,2/1/2017,winter,84,A320/M,Chiang Mai,Suvarnabhumi,Central,7.01,7.04,3
1,Jan,2017,2/1/2017,winter,87,B739/M,Chiang Mai,Bangkok,Central,8,8.07,7
1,Jan,2017,2/1/2017,winter,90,A320/M,Chiang Mai,Bangkok,Central,8.2,8.22,2
1,Jan,2017,2/1/2017,winter,91,B738/M,Chiang Mai,Bangkok,Central,8.3,8.37,7
1,Jan,2017,2/1/2017,winter,93,A320/M,Chiang Mai,Suvarnabhumi,Central,9,9.08,8
1,Jan,2017,2/1/2017,winter,96,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.22,22
1,Jan,2017,2/1/2017,winter,97,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.3,25
1,Jan,2017,2/1/2017,winter,98,B739/M,Chiang Mai,Bangkok,Central,10.15,10.46,31
1,Jan,2017,2/1/2017,winter,100,A320/M,Chiang Mai,Bangkok,Central,10.25,10.35,10
1,Jan,2017,2/1/2017,winter,102,B738/M,Chiang Mai,Bangkok,Central,10.45,10.54,9
1,Jan,2017,2/1/2017,winter,104,B739/M,Chiang Mai,Bangkok,Central,11.4,11.49,9
1,Jan,2017,2/1/2017,winter,105,A320/M,Chiang Mai,Suvarnabhumi,Central,11.45,12.01,16
1,Jan,2017,2/1/2017,winter,107,A320/M,Chiang Mai,Bangkok,Central,12.15,12.32,17
1,Jan,2017,2/1/2017,winter,108,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.23,3
1,Jan,2017,2/1/2017,winter,110,A320/M,Chiang Mai,Bangkok,Central,12.35,12.39,4
1,Jan,2017,2/1/2017,winter,113,B739/M,Chiang Mai,Bangkok,Central,13.05,13.23,18
1,Jan,2017,2/1/2017,winter,116,A320/M,Chiang Mai,Bangkok,Central,13.25,13.35,10
1,Jan,2017,2/1/2017,winter,117,B739/M,Chiang Mai,Bangkok,Central,13.3,13.48,18
1,Jan,2017,2/1/2017,winter,119,A320/M,Chiang Mai,Suvarnabhumi,Central,14.1,14.54,44
1,Jan,2017,2/1/2017,winter,120,A320/M,Chiang Mai,Bangkok,Central,14.15,14.17,2
1,Jan,2017,2/1/2017,winter,121,B738/M,Chiang Mai,Bangkok,Central,14.25,14.36,11
1,Jan,2017,2/1/2017,winter,123,B738/M,Chiang Mai,Bangkok,Central,14.35,14.47,12
1,Jan,2017,2/1/2017,winter,124,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.22,22
1,Jan,2017,2/1/2017,winter,125,A333/H,Chiang Mai,Suvarnabhumi,Central,15.2,15.49,29
1,Jan,2017,2/1/2017,winter,126,B738/M,Chiang Mai,Bangkok,Central,15.25,15.34,9
1,Jan,2017,2/1/2017,winter,127,A320/M,Chiang Mai,Bangkok,Central,15.3,15.44,14
1,Jan,2017,2/1/2017,winter,129,B739/M,Chiang Mai,Bangkok,Central,15.45,16,15
1,Jan,2017,2/1/2017,winter,134,A320/M,Chiang Mai,Bangkok,Central,16.35,16.4,5
1,Jan,2017,2/1/2017,winter,135,A320/M,Chiang Mai,Suvarnabhumi,Central,16.5,17.06,16
1,Jan,2017,2/1/2017,winter,137,B739/M,Chiang Mai,Bangkok,Central,17.1,17.49,39
1,Jan,2017,2/1/2017,winter,138,A320/M,Chiang Mai,Suvarnabhumi,Central,17.15,17.18,3
1,Jan,2017,2/1/2017,winter,139,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,17.54,29
1,Jan,2017,2/1/2017,winter,140,A320/M,Chiang Mai,Bangkok,Central,17.3,17.41,11
1,Jan,2017,2/1/2017,winter,142,B739/M,Chiang Mai,Bangkok,Central,18.05,18.12,7
1,Jan,2017,2/1/2017,winter,143,B738/M,Chiang Mai,Bangkok,Central,18.1,18.28,18
1,Jan,2017,2/1/2017,winter,145,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,19.55,35
1,Jan,2017,2/1/2017,winter,146,A320/M,Chiang Mai,Suvarnabhumi,Central,19.3,20.12,42
1,Jan,2017,2/1/2017,winter,151,B738/M,Chiang Mai,Bangkok,Central,20.45,20.48,3
1,Jan,2017,2/1/2017,winter,152,B773/H,Chiang Mai,Suvarnabhumi,Central,20.5,21.15,25
1,Jan,2017,2/1/2017,winter,153,B738/M,Chiang Mai,Bangkok,Central,21.1,21.19,9
1,Jan,2017,2/1/2017,winter,154,A320/M,Chiang Mai,Bangkok,Central,21.2,21.23,3
1,Jan,2017,2/1/2017,winter,155,A320/M,Chiang Mai,Suvarnabhumi,Central,21.25,21.27,2
1,Jan,2017,2/1/2017,winter,156,A320/M,Chiang Mai,Suvarnabhumi,Central,21.4,21.58,18
1,Jan,2017,2/1/2017,winter,158,B739/M,Chiang Mai,Bangkok,Central,21.5,21.53,3
1,Jan,2017,2/1/2017,winter,159,B738/M,Chiang Mai,Bangkok,Central,22.1,22.26,16
1,Jan,2017,2/1/2017,winter,160,A320/M,Chiang Mai,Bangkok,Central,22.2,22.33,13
1,Jan,2017,2/1/2017,winter,161,A320/M,Chiang Mai,Bangkok,Central,23.1,23.18,8
1,Jan,2017,2/1/2017,winter,162,A320/M,Chiang Mai,Bangkok,Central,23.4,23.43,3
1,Jan,2017,2/1/2017,winter,164,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.22,7
1,Jan,2017,2/1/2017,winter,167,A320/M,Chiang Mai,Suvarnabhumi,Central,6.4,6.53,13
1,Jan,2017,2/1/2017,winter,168,B739/M,Chiang Mai,Bangkok,Central,6.5,6.58,8
1,Jan,2017,3/1/2017,winter,169,A320/M,Chiang Mai,Suvarnabhumi,Central,7,7.07,7
1,Jan,2017,3/1/2017,winter,170,B738/M,Chiang Mai,Bangkok,Central,7.1,7.12,2
1,Jan,2017,3/1/2017,winter,172,B738/M,Chiang Mai,Bangkok,Central,7.45,8,15
1,Jan,2017,3/1/2017,winter,173,B738/M,Chiang Mai,Bangkok,Central,8,8.07,7
1,Jan,2017,3/1/2017,winter,176,A320/M,Chiang Mai,Bangkok,Central,8.2,8.31,11
1,Jan,2017,3/1/2017,winter,177,B738/M,Chiang Mai,Bangkok,Central,8.3,8.34,4
1,Jan,2017,3/1/2017,winter,178,A320/M,Chiang Mai,Bangkok,Central,8.45,8.49,4
1,Jan,2017,3/1/2017,winter,179,A320/M,Chiang Mai,Suvarnabhumi,Central,9,9.01,1
1,Jan,2017,3/1/2017,winter,182,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.14,14
1,Jan,2017,3/1/2017,winter,186,A320/M,Chiang Mai,Bangkok,Central,10.25,10.32,7
1,Jan,2017,3/1/2017,winter,188,B738/M,Chiang Mai,Bangkok,Central,10.45,10.58,13
1,Jan,2017,3/1/2017,winter,190,B739/M,Chiang Mai,Bangkok,Central,11.4,11.59,19
1,Jan,2017,3/1/2017,winter,191,A319/M,Chiang Mai,Suvarnabhumi,Central,11.45,12.3,45
1,Jan,2017,3/1/2017,winter,193,A320/M,Chiang Mai,Bangkok,Central,12.15,12.37,22
1,Jan,2017,3/1/2017,winter,194,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.53,33
1,Jan,2017,3/1/2017,winter,196,A320/M,Chiang Mai,Bangkok,Central,12.35,12.44,9
1,Jan,2017,3/1/2017,winter,199,B739/M,Chiang Mai,Bangkok,Central,13.05,13.26,21
1,Jan,2017,3/1/2017,winter,202,A320/M,Chiang Mai,Bangkok,Central,13.25,13.31,6
1,Jan,2017,3/1/2017,winter,203,B739/M,Chiang Mai,Bangkok,Central,13.3,13.45,15
1,Jan,2017,3/1/2017,winter,205,A320/M,Chiang Mai,Bangkok,Central,14.15,14.23,8
1,Jan,2017,3/1/2017,winter,206,B738/M,Chiang Mai,Bangkok,Central,14.25,14.38,13
1,Jan,2017,3/1/2017,winter,207,B739/M,Chiang Mai,Bangkok,Central,14.35,15.03,28
1,Jan,2017,3/1/2017,winter,208,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.31,31
1,Jan,2017,3/1/2017,winter,210,A333/H,Chiang Mai,Suvarnabhumi,Central,15.2,15.46,26
1,Jan,2017,3/1/2017,winter,211,A320/M,Chiang Mai,Suvarnabhumi,Central,15.2,15.36,16
1,Jan,2017,3/1/2017,winter,212,B738/M,Chiang Mai,Bangkok,Central,15.25,16.07,42
1,Jan,2017,3/1/2017,winter,213,A320/M,Chiang Mai,Bangkok,Central,15.3,15.41,11
1,Jan,2017,3/1/2017,winter,214,A320/M,Chiang Mai,Bangkok,Central,15.4,15.51,11
1,Jan,2017,3/1/2017,winter,215,B739/M,Chiang Mai,Bangkok,Central,15.45,15.56,11
1,Jan,2017,3/1/2017,winter,219,A320/M,Chiang Mai,Bangkok,Central,16.35,16.46,11
1,Jan,2017,3/1/2017,winter,220,A320/M,Chiang Mai,Suvarnabhumi,Central,16.5,16.52,2
1,Jan,2017,3/1/2017,winter,222,B739/M,Chiang Mai,Bangkok,Central,17.1,17.49,39
1,Jan,2017,3/1/2017,winter,225,A320/M,Chiang Mai,Bangkok,Central,17.3,17.44,14
1,Jan,2017,3/1/2017,winter,227,B739/M,Chiang Mai,Bangkok,Central,18.05,18.09,4
1,Jan,2017,3/1/2017,winter,228,B738/M,Chiang Mai,Bangkok,Central,18.1,18.38,28
1,Jan,2017,3/1/2017,winter,229,A320/M,Chiang Mai,Bangkok,Central,18.4,19.08,28
1,Jan,2017,3/1/2017,winter,231,B738/M,Chiang Mai,Bangkok,Central,19.15,19.27,12
1,Jan,2017,3/1/2017,winter,232,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,19.52,32
1,Jan,2017,3/1/2017,winter,235,A320/M,Chiang Mai,Bangkok,Central,20.15,20.29,14
1,Jan,2017,3/1/2017,winter,237,B738/M,Chiang Mai,Bangkok,Central,20.45,21.07,22
1,Jan,2017,3/1/2017,winter,238,B773/H,Chiang Mai,Suvarnabhumi,Central,20.5,21.14,24
1,Jan,2017,3/1/2017,winter,239,B738/M,Chiang Mai,Bangkok,Central,21.1,21.31,21
1,Jan,2017,3/1/2017,winter,240,A320/M,Chiang Mai,Bangkok,Central,21.2,21.25,5
1,Jan,2017,3/1/2017,winter,242,A320/M,Chiang Mai,Suvarnabhumi,Central,21.4,22.03,23
1,Jan,2017,3/1/2017,winter,244,B739/M,Chiang Mai,Bangkok,Central,21.5,21.54,4
1,Jan,2017,3/1/2017,winter,245,B738/M,Chiang Mai,Bangkok,Central,22.1,22.12,2
1,Jan,2017,3/1/2017,winter,246,A320/M,Chiang Mai,Bangkok,Central,22.2,22.42,22
1,Jan,2017,3/1/2017,winter,247,A320/M,Chiang Mai,Bangkok,Central,23.1,23.24,14
1,Jan,2017,3/1/2017,winter,250,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.17,2
1,Jan,2017,3/1/2017,winter,253,A320/M,Chiang Mai,Suvarnabhumi,Central,6.4,6.49,9
1,Jan,2017,4/1/2017,winter,255,A320/M,Chiang Mai,Suvarnabhumi,Central,7,7.26,26
1,Jan,2017,4/1/2017,winter,256,B739/M,Chiang Mai,Bangkok,Central,7,7.03,3
1,Jan,2017,4/1/2017,winter,258,B738/M,Chiang Mai,Bangkok,Central,7.45,7.46,1
1,Jan,2017,4/1/2017,winter,259,B738/M,Chiang Mai,Bangkok,Central,8,8.09,9
1,Jan,2017,4/1/2017,winter,262,A320/M,Chiang Mai,Bangkok,Central,8.2,8.27,7
1,Jan,2017,4/1/2017,winter,263,B738/M,Chiang Mai,Bangkok,Central,8.3,8.31,1
1,Jan,2017,4/1/2017,winter,264,A320/M,Chiang Mai,Bangkok,Central,8.4,8.46,6
1,Jan,2017,4/1/2017,winter,267,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.18,18
1,Jan,2017,4/1/2017,winter,268,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.39,34
1,Jan,2017,4/1/2017,winter,269,B739/M,Chiang Mai,Bangkok,Central,10.15,10.47,32
1,Jan,2017,4/1/2017,winter,271,A320/M,Chiang Mai,Bangkok,Central,10.25,10.3,5
1,Jan,2017,4/1/2017,winter,272,B772/H,Chiang Mai,Suvarnabhumi,Central,10.4,11.23,43
1,Jan,2017,4/1/2017,winter,273,B738/M,Chiang Mai,Bangkok,Central,10.45,10.52,7
1,Jan,2017,4/1/2017,winter,275,B739/M,Chiang Mai,Bangkok,Central,11.4,11.46,6
1,Jan,2017,4/1/2017,winter,278,A320/M,Chiang Mai,Bangkok,Central,12.15,12.23,8
1,Jan,2017,4/1/2017,winter,281,A320/M,Chiang Mai,Bangkok,Central,12.35,12.43,8
1,Jan,2017,4/1/2017,winter,284,B739/M,Chiang Mai,Bangkok,Central,13.05,13.21,16
1,Jan,2017,4/1/2017,winter,287,A320/M,Chiang Mai,Bangkok,Central,13.25,13.35,10
1,Jan,2017,4/1/2017,winter,288,B739/M,Chiang Mai,Bangkok,Central,13.3,13.54,24
1,Jan,2017,4/1/2017,winter,291,A320/M,Chiang Mai,Bangkok,Central,14.15,14.16,1
1,Jan,2017,4/1/2017,winter,292,B738/M,Chiang Mai,Bangkok,Central,14.25,14.3,5
1,Jan,2017,4/1/2017,winter,293,B738/M,Chiang Mai,Bangkok,Central,14.35,14.37,2
1,Jan,2017,4/1/2017,winter,294,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.3,30
1,Jan,2017,4/1/2017,winter,295,A333/H,Chiang Mai,Suvarnabhumi,Central,15.2,15.5,30
1,Jan,2017,4/1/2017,winter,296,B738/M,Chiang Mai,Bangkok,Central,15.25,15.38,13
1,Jan,2017,4/1/2017,winter,297,A320/M,Chiang Mai,Bangkok,Central,15.3,15.55,25
1,Jan,2017,4/1/2017,winter,298,A320/M,Chiang Mai,Bangkok,Central,15.4,15.43,3
1,Jan,2017,4/1/2017,winter,299,B739/M,Chiang Mai,Bangkok,Central,15.45,16.04,19
1,Jan,2017,4/1/2017,winter,303,A320/M,Chiang Mai,Bangkok,Central,16.35,16.43,8
1,Jan,2017,4/1/2017,winter,305,B739/M,Chiang Mai,Bangkok,Central,17.1,17.53,43
1,Jan,2017,4/1/2017,winter,306,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,18.1,45
1,Jan,2017,4/1/2017,winter,307,A320/M,Chiang Mai,Bangkok,Central,17.3,17.39,9
1,Jan,2017,4/1/2017,winter,310,B739/M,Chiang Mai,Bangkok,Central,18.05,18.2,15
1,Jan,2017,4/1/2017,winter,311,B738/M,Chiang Mai,Bangkok,Central,18.1,18.38,28
1,Jan,2017,4/1/2017,winter,316,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,19.57,37
1,Jan,2017,4/1/2017,winter,319,A320/M,Chiang Mai,Bangkok,Central,20.15,20.23,8
1,Jan,2017,4/1/2017,winter,321,B738/M,Chiang Mai,Bangkok,Central,20.45,20.56,11
1,Jan,2017,4/1/2017,winter,322,B773/H,Chiang Mai,Suvarnabhumi,Central,20.5,21.22,32
1,Jan,2017,4/1/2017,winter,324,A320/M,Chiang Mai,Bangkok,Central,21.2,21.32,12
1,Jan,2017,4/1/2017,winter,325,A320/M,Chiang Mai,Suvarnabhumi,Central,21.25,21.27,2
1,Jan,2017,4/1/2017,winter,327,B739/M,Chiang Mai,Bangkok,Central,21.5,22.03,13
1,Jan,2017,4/1/2017,winter,328,B738/M,Chiang Mai,Bangkok,Central,22.1,22.14,4
1,Jan,2017,4/1/2017,winter,329,A320/M,Chiang Mai,Bangkok,Central,22.2,22.34,14
1,Jan,2017,4/1/2017,winter,330,A320/M,Chiang Mai,Suvarnabhumi,Central,23,23.42,42
1,Jan,2017,4/1/2017,winter,331,A320/M,Chiang Mai,Bangkok,Central,23.1,23.12,2
1,Jan,2017,4/1/2017,winter,334,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.24,9
1,Jan,2017,4/1/2017,winter,337,A320/M,Chiang Mai,Suvarnabhumi,Central,6.4,6.5,10
1,Jan,2017,5/1/2017,winter,338,B739/M,Chiang Mai,Bangkok,Central,7,7.38,38
1,Jan,2017,5/1/2017,winter,339,A320/M,Chiang Mai,Suvarnabhumi,Central,7,7.04,4
1,Jan,2017,5/1/2017,winter,341,B738/M,Chiang Mai,Bangkok,Central,7.45,7.51,6
1,Jan,2017,5/1/2017,winter,342,B739/M,Chiang Mai,Bangkok,Central,8,8.11,11
1,Jan,2017,5/1/2017,winter,345,A320/M,Chiang Mai,Bangkok,Central,8.2,8.31,11
1,Jan,2017,5/1/2017,winter,346,B738/M,Chiang Mai,Bangkok,Central,8.3,8.55,25
1,Jan,2017,5/1/2017,winter,347,A320/M,Chiang Mai,Bangkok,Central,8.4,8.44,4
1,Jan,2017,5/1/2017,winter,351,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.11,11
1,Jan,2017,5/1/2017,winter,352,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.31,26
1,Jan,2017,5/1/2017,winter,355,A320/M,Chiang Mai,Bangkok,Central,10.25,10.26,1
1,Jan,2017,5/1/2017,winter,356,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.4,11.17,37
1,Jan,2017,5/1/2017,winter,357,B738/M,Chiang Mai,Bangkok,Central,10.45,10.52,7
1,Jan,2017,5/1/2017,winter,359,B739/M,Chiang Mai,Bangkok,Central,11.4,12.09,29
1,Jan,2017,5/1/2017,winter,360,A319/M,Chiang Mai,Suvarnabhumi,Central,11.45,12.03,18
1,Jan,2017,5/1/2017,winter,362,A320/M,Chiang Mai,Bangkok,Central,12.15,12.35,20
1,Jan,2017,5/1/2017,winter,363,A320/M,Chiang Mai,Suvarnabhumi,Central,12.2,12.3,10
1,Jan,2017,5/1/2017,winter,365,A320/M,Chiang Mai,Bangkok,Central,12.35,12.41,6
1,Jan,2017,5/1/2017,winter,367,B739/M,Chiang Mai,Bangkok,Central,13.05,13.19,14
1,Jan,2017,5/1/2017,winter,370,A320/M,Chiang Mai,Bangkok,Central,13.25,13.34,9
1,Jan,2017,5/1/2017,winter,371,B739/M,Chiang Mai,Bangkok,Central,13.3,13.52,22
1,Jan,2017,5/1/2017,winter,374,A320/M,Chiang Mai,Bangkok,Central,14.15,14.23,8
1,Jan,2017,5/1/2017,winter,375,B738/M,Chiang Mai,Bangkok,Central,14.25,14.33,8
1,Jan,2017,5/1/2017,winter,377,A320/M,Chiang Mai,Suvarnabhumi,Central,15,15.23,23
1,Jan,2017,5/1/2017,winter,378,A333/H,Chiang Mai,Suvarnabhumi,Central,15.2,15.49,29
1,Jan,2017,5/1/2017,winter,379,B738/M,Chiang Mai,Bangkok,Central,15.25,15.32,7
1,Jan,2017,5/1/2017,winter,380,A320/M,Chiang Mai,Bangkok,Central,15.3,15.59,29
1,Jan,2017,5/1/2017,winter,381,A320/M,Chiang Mai,Bangkok,Central,15.4,15.44,4
1,Jan,2017,5/1/2017,winter,382,B739/M,Chiang Mai,Bangkok,Central,15.45,16.08,23
1,Jan,2017,5/1/2017,winter,385,A320/M,Chiang Mai,Bangkok,Central,16.35,16.44,9
1,Jan,2017,5/1/2017,winter,387,A333/H,Chiang Mai,Suvarnabhumi,Central,17.05,17.24,19
1,Jan,2017,5/1/2017,winter,388,B738/M,Chiang Mai,Bangkok,Central,17.1,17.19,9
1,Jan,2017,5/1/2017,winter,390,A320/M,Chiang Mai,Suvarnabhumi,Central,17.25,18.07,42
1,Jan,2017,5/1/2017,winter,391,A320/M,Chiang Mai,Bangkok,Central,17.3,17.47,17
1,Jan,2017,5/1/2017,winter,394,B739/M,Chiang Mai,Bangkok,Central,18.05,18.12,7
1,Jan,2017,5/1/2017,winter,397,B738/M,Chiang Mai,Bangkok,Central,19.15,19.24,9
1,Jan,2017,5/1/2017,winter,398,B773/H,Chiang Mai,Suvarnabhumi,Central,19.2,19.59,39
1,Jan,2017,5/1/2017,winter,402,A320/M,Chiang Mai,Bangkok,Central,20.15,20.22,7
1,Jan,2017,5/1/2017,winter,404,B738/M,Chiang Mai,Bangkok,Central,20.45,21.15,30
1,Jan,2017,5/1/2017,winter,405,B773/H,Chiang Mai,Suvarnabhumi,Central,20.5,21.23,33
1,Jan,2017,5/1/2017,winter,406,B738/M,Chiang Mai,Bangkok,Central,21.1,21.19,9
1,Jan,2017,5/1/2017,winter,407,A320/M,Chiang Mai,Bangkok,Central,21.2,21.3,10
1,Jan,2017,5/1/2017,winter,408,A320/M,Chiang Mai,Suvarnabhumi,Central,21.25,21.26,1
1,Jan,2017,5/1/2017,winter,410,B739/M,Chiang Mai,Bangkok,Central,21.5,22.01,11
1,Jan,2017,5/1/2017,winter,411,B738/M,Chiang Mai,Bangkok,Central,22.1,22.15,5
1,Jan,2017,5/1/2017,winter,412,A320/M,Chiang Mai,Bangkok,Central,22.2,22.23,3
1,Jan,2017,5/1/2017,winter,413,A320/M,Chiang Mai,Suvarnabhumi,Central,23,23.21,21
1,Jan,2017,5/1/2017,winter,414,A320/M,Chiang Mai,Bangkok,Central,23.1,23.15,5
1,Jan,2017,5/1/2017,winter,417,A320/M,Chiang Mai,Suvarnabhumi,Central,6.15,6.2,5
1,Jan,2017,5/1/2017,winter,420,A320/M,Chiang Mai,Suvarnabhumi,Central,6.4,6.5,10
1,Jan,2017,5/1/2017,winter,421,B739/M,Chiang Mai,Bangkok,Central,6.5,6.54,4
1,Jan,2017,6/1/2017,winter,422,A320/M,Chiang Mai,Suvarnabhumi,Central,7,7.09,9
1,Jan,2017,6/1/2017,winter,424,B738/M,Chiang Mai,Bangkok,Central,7.45,7.5,5
1,Jan,2017,6/1/2017,winter,425,B739/M,Chiang Mai,Bangkok,Central,8,8.04,4
1,Jan,2017,6/1/2017,winter,428,A320/M,Chiang Mai,Bangkok,Central,8.2,8.34,14
1,Jan,2017,6/1/2017,winter,429,B738/M,Chiang Mai,Bangkok,Central,8.3,8.55,25
1,Jan,2017,6/1/2017,winter,430,A320/M,Chiang Mai,Bangkok,Central,8.4,8.41,1
1,Jan,2017,6/1/2017,winter,433,A320/M,Chiang Mai,Suvarnabhumi,Central,10,10.1,10
1,Jan,2017,6/1/2017,winter,434,B77W/H,Chiang Mai,Suvarnabhumi,Central,10.05,10.44,39
